产品名称;产品编码;规格型号;库位号;成本价;销售价;寄卖时间点;保留价;地区;收货人;客户;到库时间;结款日期;计量单位;上期结存(数量);本期收入(数量);本期发出(数量);本期结存(数量)
施华洛世奇笔 ;AH115 ;盒子 ; ;138 ; ; ; ;上海 ;日本拍卖 ;日本拍卖 ;2017-03-02 ; ;个 ;1 ;0 ;0 ;1 
施华洛世奇笔 ;AH116 ;盒子 ; ;138 ; ; ; ;上海 ;日本拍卖 ;日本拍卖 ;2017-03-02 ; ;个 ;1 ;0 ;0 ;1 
施华洛世奇笔 ;AH117 ;盒子 ; ;138 ; ; ; ;上海 ;日本拍卖 ;日本拍卖 ;2017-03-02 ; ;个 ;1 ;0 ;0 ;1 
施华洛世奇笔 ;AH118 ;袋子 ; ;122 ; ; ; ;上海 ;日本拍卖 ;日本拍卖 ;2017-03-02 ; ;个 ;1 ;0 ;0 ;1 
施华洛世奇笔 ;AH119 ;袋子 ; ;122 ; ; ; ;上海 ;日本拍卖 ;日本拍卖 ;2017-03-02 ; ;个 ;1 ;0 ;0 ;1 
施华洛世奇笔 ;AH120 ;袋子 ; ;122 ; ; ; ;上海 ;日本拍卖 ;日本拍卖 ;2017-03-02 ; ;个 ;1 ;0 ;0 ;1 
施华洛世奇笔 ;AH121 ;袋子 ; ;122 ; ; ; ;上海 ;日本拍卖 ;日本拍卖 ;2017-03-02 ; ;个 ;1 ;0 ;0 ;1 
施华洛世奇笔 ;AH122 ;袋子 ; ;122 ; ; ; ;上海 ;日本拍卖 ;日本拍卖 ;2017-03-02 ; ;个 ;1 ;0 ;0 ;1 
施华洛世奇笔 ;AH123 ;袋子 ; ;122 ; ; ; ;上海 ;日本拍卖 ;日本拍卖 ;2017-03-02 ; ;个 ;1 ;0 ;0 ;1 
施华洛世奇笔 ;AH124 ;袋子 ; ;122 ; ; ; ;上海 ;日本拍卖 ;日本拍卖 ;2017-03-02 ; ;个 ;1 ;0 ;0 ;1 
施华洛世奇笔 ;AH126 ;袋子 ; ;122 ; ; ; ;上海 ;日本拍卖 ;日本拍卖 ;2017-03-02 ; ;个 ;1 ;0 ;0 ;1 
施华洛世奇笔 ;AH125 ;袋子 ; ;122 ; ; ; ;上海 ;日本拍卖 ;日本拍卖 ;2017-03-02 ; ;个 ;1 ;0 ;0 ;1 
施华洛世奇笔 ;AH127 ;袋子 ; ;122 ; ; ; ;上海 ;日本拍卖 ;日本拍卖 ;（是）2017-03-02 ; ;个 ;1 ;0 ;0 ;1 
施华洛世奇笔 ;AH128 ;袋子 ; ;122 ; ; ; ;上海 ;日本拍卖 ;日本拍卖 ;2017-03-02 ; ;个 ;1 ;0 ;0 ;1 
施华洛世奇笔 ;AH129 ;袋子 ; ;122 ; ; ; ;上海 ;日本拍卖 ;日本拍卖 ;2017-03-02 ; ;个 ;1 ;0 ;0 ;1 
施华洛世奇胸花 ;AD107 ;盒子 ; ;347 ; ; ; ;上海 ;日本拍卖 ;日本拍卖 ;2017-03-02 ; ;个 ;1 ;0 ;0 ;1 
施华洛世奇项链 ;AD108 ;盒子 ; ;347 ; ; ; ;上海 ;日本拍卖 ;日本拍卖 ;（是）2017-03-02 ; ;个 ;1 ;0 ;0 ;1 
施华洛世奇项链 ;AD109 ;盒子 ; ;347 ; ; ; ;上海 ;日本拍卖 ;日本拍卖 ;（是）2017-03-02 ; ;个 ;1 ;0 ;0 ;1 
施华洛世奇手链 ;AD110 ;盒子 ; ;416 ; ; ; ;上海 ;日本拍卖 ;日本拍卖 ;（是）2017-03-02 ; ;个 ;1 ;0 ;0 ;1 
施华洛世奇水晶小熊 ;AD111 ;盒子 ; ;480 ; ; ; ;上海 ;日本拍卖 ;日本拍卖 ;（是）2017-03-02 ; ;个 ;1 ;0 ;0 ;1 
施华洛世奇项链 ;AD112 ;盒子 ; ;486 ; ; ; ;上海 ;日本拍卖 ;日本拍卖 ;2017-03-02 ; ;个 ;1 ;0 ;0 ;1 
CHANEL墨镜 ;AB043 ;防尘袋 ; ;400 ; ; ; ;上海 ;小白姐 ;小白姐 ;2017-03-04 ; ;个 ;1 ;0 ;0 ;1 
HERMES黑色鳄鱼皮钱包 ;AF294 ;无配件 R刻 ; ;9000 ;15000 ; ; ;上海 ;颜熹 ;C00196 ;2017-03-04 ; ;个 ;1 ;0 ;0 ;1 
MCQ粉色手拿包 ;AE410 ; ; ;800 ;1200 ; ; ;上海 ;颜熹 ;C01409 ;（是）2017-03-07 ; ;个 ;1 ;0 ;0 ;1 
cl平底休闲鞋 ;AG130 ;盒子、防尘袋、多余鞋带 ; ;2000 ; ; ; ;上海 ;同行 ;提香 武汉店 ;（是）2017-03-07 ; ;个 ;1 ;0 ;0 ;1 
ferragamo钱包 ;AF295 ; ; ;200 ; ; ; ;上海 ; ;cici朋友 ;2017-03-07 ; ;个 ;1 ;0 ;0 ;1 
9新MCM手拿包 ;AE414 ;防尘袋、卡纸 ; ;500 ; ; ; ;上海 ;颜熹 ;C00398 ;（是）2017-03-10 ; ;个 ;1 ;0 ;0 ;1 
95新以上LV酒红色零钱包 ;AF296 ;无 ; ;600 ; ; ; ;上海 ;颜熹 ;C00398 ;2017-03-10 ; ;个 ;1 ;0 ;0 ;1 
CK手表 ;AA036 ;盒子 ; ;200 ; ; ; ;上海 ;颜熹 ;C00398 ;2017-03-10 ; ;个 ;1 ;0 ;0 ;1 
阿玛尼logo耳坠挂件 ;AD122 ;无 ; ;50 ; ; ; ;上海 ;颜熹 ;C00398 ;2017-03-10 ; ;个 ;1 ;0 ;0 ;1 
施华洛世奇水钻耳钉 ;AD127 ;无 ; ;100 ; ; ; ;上海 ;颜熹 ;C00398 ;2017-03-10 ; ;个 ;1 ;0 ;0 ;1 
卡地亚双环戒指 ;AD128 ;戒指盒 说明书 发票 身份证书 拎袋 ; ;6000 ; ; ; ;上海 ;维真奢品 ;维真奢品 ;（是）2017-03-09 ; ;个 ;1 ;0 ;0 ;1 
CHANEL灰色中号leoby ;AE418 ;身份卡 防尘袋 ; ;13150 ;18000 ; ; ;上海 ;岚岚 ;C00486 ;（是）2017-03-13 ; ;个 ;1 ;0 ;0 ;1 
fendi手提包 ;AE420 ; ; ;3100 ; ; ; ;上海 ;颜熹 ;C01285 ;（是）2017-03-13 ; ;个 ;1 ;0 ;0 ;1 
LV 老花玫红色豆豆钱包 ;AF297 ;盒子/防尘袋/发票/纸卡/纸袋子 ; ;2500 ; ; ; ;上海 ;颜熹 ;C01285 ;（是）2017-03-13 ; ;个 ;1 ;0 ;0 ;1 
20号 黑金卡地亚手镯(DX8874) ;AD129 ;盒子、螺丝刀 ; ;16000 ; ; ; ;上海 ;岚岚 ;C00486 ;（是）2017-03-13 ; ;个 ;1 ;0 ;0 ;1 
vertu手机 ;AA033 ;无 ; ;0 ; ; ; ;上海 ;琪琪 ;C00913 ;（是）2017-03-13 ; ;个 ;1 ;0 ;0 ;1 
二手 95新 chanel深蓝色方胖子 16*7*11 ;AE421 ;防尘袋 身份卡 ; ;11800 ;12800 ;12500 ; ;上海 ;微信琪琪 ;P0097 ;（是）2016/3/12 ; ;个 ;1 ;0 ;0 ;1 
93新以上 cl平底鞋 ;AG060 ;盒子 防尘袋 ; ;800 ; ; ; ;上海 ;同行 ;提香成都店 ;（是）2017-03-16 ; ;个 ;1 ;0 ;0 ;1 
二手 ysl紫色手拿包 24*12 ;AE422 ;防尘袋 ; ;1000 ;1999 ; ; ;上海 ;公司 ;C00974 ;2017/3/17 ; ;个 ;1 ;0 ;0 ;1 
LV老花洗漱包 ;AE424 ;防尘袋 ; ;2700 ;3200 ;3100 ; ;上海 ;颜熹 ;P0259 ;2017-03-17 ; ;个 ;1 ;0 ;0 ;1 
LV老花洗漱包 ;AE425 ;防尘袋 ; ;2700 ;3200 ;3100 ; ;上海 ;颜熹 ;P0259 ;2017-03-17 ; ;个 ;1 ;0 ;0 ;1 
cl鞋子 ;AG132 ;盒子、防尘袋、卡纸 ; ;800 ; ; ; ;上海 ;同行 ;提香 成都店 ;2017-03-16 ; ;个 ;1 ;0 ;0 ;1 
全新 CL裸色平底鞋 ;AG133 ;盒子、防尘袋、配钉 ; ;800 ; ; ; ;上海 ;同行 ;提香 武汉店 ;（是）2017-03-18 ; ;个 ;1 ;0 ;0 ;1 
LV 黑色双肩包 ;AE426 ;防尘袋 ; ;11000 ; ; ; ;上海 ;同行 ;P0351 ;（是）2017-03-18 ; ;个 ;1 ;0 ;0 ;1 
施华洛世奇项链 ;AD131 ;盒子 ; ;208 ; ; ; ;上海 ;日本拍卖 ;日本拍卖 ;（是） ; ;个 ;1 ;0 ;0 ;1 
9新金棕色爱马仕 brikin ;AE431 ;防尘袋、说明书、锁、钥匙 ; ;26000 ; ; ; ;上海 ;维真奢品 ;维真奢侈品 ;（是）2017-03-21 ; ;个 ;1 ;0 ;0 ;1 
LV TWIST条纹单肩包 ;AE428 ;无 ; ;8303.5 ; ; ; ;上海 ;维真奢侈品 ;维真奢侈品 ;（是）2017-03-23 ; ;个 ;1 ;0 ;0 ;1 
VB墨镜 ;BB055 ;盒子、镜布 ; ;0 ; ; ; ;上海 ;李_ ;李_ ;（是）2017-03-23 ; ;个 ;1 ;0 ;0 ;1 
全新gucci花卉短款钱包 ;AF103 ;纸袋子/盒子/防尘袋/说明书 ; ;1400 ; ; ; ;上海 ;岚岚 ;C01310 ;（是）2017-03-23 ; ;个 ;0 ;1 ;0 ;1 
全新 lv老花公文包(GI0147) ;AE439 ;防尘袋 肩带钥匙 锁36*5*27 ; ;6860 ;8800 ;8500 ; ;厦门 ;颜熙 ;ＬＶ　店员 ;2017/3/25 ; ;个 ;1 ;0 ;0 ;1 
全新 lv白棋盘格流苏邮差包(TR0147) ;AE440 ;防尘袋 肩带 流苏 25*9*17 ; ;8540 ;9999 ;9800 ; ;厦门 ;颜熙 ;LV 店员 ;2017/3/25 ; ;个 ;1 ;0 ;0 ;1 
全新 lv nf中号老花购物袋 32*17*29 ;AE442 ;防尘袋 子袋 ; ;6755 ;7999 ; ; ;上海 ;公司 ;LV 店员 ;（是）2017/3/26 ; ;个 ;1 ;0 ;0 ;1 
全新 lv老花三合一 21*2*11 ;AE443 ;盒子防尘袋 ; ;5320 ;6200 ; ; ;上海 ;公司 ;LV 店员 ;2017/3/26 ; ;个 ;1 ;0 ;0 ;1 
cl高跟鞋 ;AG145 ;36码，配件：防尘袋 ; ;800 ; ; ; ;上海 ;同行 ;提香 武汉店 ;（是）2017-03-25 ; ;个 ;1 ;0 ;0 ;1 
gucci帆布手提包 ;AE445 ;防尘袋 ; ;700 ; ; ; ;上海 ;岚岚 ;C01310 ;（是）2017-03-27 ; ;个 ;1 ;0 ;0 ;1 
gucci帆布手提包 ;AE446 ;肩带 ; ;700 ; ; ; ;上海 ;岚岚 ;C01310 ;（是）2017-03-27 ; ;个 ;1 ;0 ;0 ;1 
LV 老花派拉蒙手提包 ;AE447 ;防尘袋、肩带 ; ;1600 ; ; ; ;上海 ;岚岚 ;C01310 ;（是）2017-03-27 ; ;个 ;1 ;0 ;0 ;1 
HERMES橘色手提单肩包 ;AE448 ;防尘袋 肩带 锁 钥匙 盒子 ; ;15000 ; ; ; ;上海 ;岚岚 ;C01310 ;（是）2017-03-27 ; ;个 ;1 ;0 ;0 ;1 
LV 老花贝壳包 ;AE449 ;无 ; ;1500 ; ; ; ;上海 ;岚岚 ;C01310 ;（是）2017-03-27 ; ;个 ;1 ;0 ;0 ;1 
95新 CHANEL黑色单肩包 ;AE451 ;防尘袋 ; ;12000 ; ; ; ;上海 ;岚岚 ;C01310 ;（是）2017-03-27 ; ;个 ;1 ;0 ;0 ;1 
95新Alexander Wang绿色手提单肩包 ;AE453 ;无 ; ;800 ; ; ; ;上海 ;岚岚 ;C01332 ;（是）2017-03-27 ; ;个 ;1 ;0 ;0 ;1 
burberry红色单肩包 ;AE454 ;说明书 ; ;700 ; ; ; ;上海 ;岚岚 ;C01332 ;（是）2017-03-27 ; ;个 ;1 ;0 ;0 ;1 
95新卡地亚双环双色手镯 ;AD136 ;盒子 保卡 螺丝刀 ; ;52000 ; ; ; ;上海 ;维真奢品 ;维真奢品 ;（是） ; ;个 ;1 ;0 ;0 ;1 
9新LV老花钱包 ;AF104 ;无 ; ;970 ; ; ; ;上海 ;日本拍卖 ;日本拍卖 ;（是） ; ;个 ;1 ;0 ;0 ;1 
99新CHANEL耳饰 ;AD137 ;盒子 发票 ; ;1000 ; ; ; ;上海 ;提香 武汉店 ;提香 武汉店 ;（是） ; ;个 ;1 ;0 ;0 ;1 
chanel woc 粉色斜格纹单肩斜挎包 ;AE456 ;防尘袋 保卡 ; ;4500 ; ; ; ;上海 ;提香 武汉店 ;提香 武汉店 ;（是） ; ;个 ;1 ;0 ;0 ;1 
卡地亚16号黄金四钻手镯(BKJ714) ;AD140 ;盒子保卡 （缺螺丝刀） ; ;30500 ; ; ; ;上海 ;兰岚 ;P0564 ; ; ;个 ;1 ;0 ;0 ;1 
爱马仕棕色多用途包 ;AE458 ;防尘袋 锁 钥匙 肩带 ; ;28666 ; ; ; ;上海 ;兰岚 ;C01441 ;（是） ; ;个 ;0 ;1 ;0 ;1 
GUCCI单肩包 ;AE459 ;无 ; ;1100 ; ; ; ;上海 ;兰岚 ;P0383 ;（是）2017-03-28 ; ;个 ;1 ;0 ;0 ;1 
Gucci长款单肩包 ;AE460 ;无 ; ;1000 ; ; ; ;上海 ;兰岚 ;P0383 ;（是）2017-03-28 ; ;个 ;1 ;0 ;0 ;1 
褐色小猪包 ;AE462 ;身份卡 发票 防尘袋 ; ;2500 ; ; ; ;上海 ;兰岚 ;C01440 ;（是） ; ;个 ;1 ;0 ;0 ;1 
爱马仕手环 ;AD141 ;盒子 防尘袋 ; ;700 ; ; ; ;上海 ;兰岚 ;C01440 ; ; ;个 ;1 ;0 ;0 ;1 
爱马仕丝巾 ;AH141 ;包装盒 ; ;500 ; ; ; ;上海 ;兰岚 ;C01440 ;（是） ; ;个 ;1 ;0 ;0 ;1 
爱马仕丝巾 ;AH142 ;包装盒 ; ;800 ; ; ; ;上海 ;兰岚 ;C01440 ;（是） ; ;个 ;1 ;0 ;0 ;1 
chanel双肩包 ;AE476 ;保卡 ; ;13000 ; ; ; ;上海 ;颜熹 ;P0130 ; ; ;个 ;0 ;1 ;0 ;1 
宝格丽项链 ;AD142 ;无 ; ;2000 ; ; ; ;上海 ;颜熹 ;C01285 ; ; ;个 ;0 ;1 ;0 ;1 
全新LV AlMA手提小包 ;AE480 ;防尘袋 钥匙 锁便签 肩带 ; ;6440 ;7800 ; ; ;上海 ;颜熹 ;LV店员 ; ; ;个 ;1 ;0 ;0 ;1 
全新LV手拿包 ;AE481 ;防尘袋 ; ;4340 ;5300 ; ; ;上海 ;颜熹 ;LV店员 ; ; ;个 ;1 ;0 ;0 ;1 
全新LV speedy 老花手提包 ;AE482 ;防尘袋 肩带 ; ;7490 ;8800 ; ; ;上海 ;颜熹 ;LV店员 ; ; ;个 ;1 ;0 ;0 ;1 
全新 LV粉豆豆钱包(GI0187) ;AF107 ;盒子 ; ;2555 ;3300 ; ; ;厦门 ;颜熹 ;LV店员 ; ; ;个 ;1 ;0 ;0 ;1 
全新 lv短款豆豆钱包(SP1107) ;AF108 ;盒子 防尘袋 12*9 ; ;2905 ;3600 ; ; ;上海 ;公司 ; ;2017-4-1 ; ;个 ;0 ;1 ;0 ;1 
全新 lv白棋盘格邮差包（FL0157) ;AE485 ;防尘袋 肩带 流苏 25*9*17 ; ;8540 ;9999 ; ; ;厦门 ;颜熙 ;lv店员 ;2017/4/3是 ; ;个 ;0 ;1 ;0 ;1 
全新 lv老花手提公文包 -(GI0197) ;AE486 ;防尘袋 肩带 钥匙 锁36*5*27 ; ;6860 ;8800 ; ; ;厦门 ;颜熙 ;lv店员 ;2017/4/3是 ; ;个 ;0 ;1 ;0 ;1 
全新 lv棋盘格手提公文包(GI0187 ;AE487 ;防尘袋 肩带钥匙锁36*5*27 ; ;6860 ;8800 ; ; ;上海 ;颜熙 ;lv店员 ;2017/4/3 ; ;个 ;0 ;1 ;0 ;1 
全新 lv棕棋盘格内里粉色购物袋(AR5106) ;AE488 ;防尘袋 子袋32*17*29 ; ;6755 ;7999 ; ; ;上海 ;颜熙 ;lv店员 ;2017/4/3 ; ;个 ;0 ;1 ;0 ;1 
全新 lv老花购物袋 (AR0167) ;AE489 ;防尘袋 子袋32*17*29 ; ;6755 ;7999 ; ; ;上海 ;颜熙 ;lv店员 ;2017/4/3 ; ;个 ;0 ;1 ;0 ;1 
全新 lv老花spd30手提包(CT0187) ;AE490 ;防尘袋 肩带 钥匙 锁30*17*21 ; ;7490 ;8800 ; ; ;厦门 ;颜熙 ;lv店员 ;2017/4/3 ; ;个 ;0 ;1 ;0 ;1 
全新 lv豆豆钱包 (SN0127) ;AF109 ;盒子 防尘袋19*10 ; ;2555 ;3200 ; ; ;厦门 ;颜熙 ;lv店员 ;2017/4/3 ; ;个 ;0 ;1 ;0 ;1 
LV 全新老花兼黑拼色 ;AE491 ;防尘袋 保卡 说明书 发票 ; ;13076 ; ; ; ;上海 ;兰岚 ;P0461 ; ; ;个 ;0 ;1 ;0 ;1 
Chloe粉色小猪包 ;AE492 ;防尘袋、卡片、说明书， ; ;3000 ; ; ; ;上海 ;兰岚 ;C01310 ; ; ;个 ;0 ;1 ;0 ;1 
99新LV 老花三合一 ;AE493 ;防尘袋、两个卡袋 ; ;4500 ; ; ; ;上海 ;兰岚 ;C01310 ; ; ;个 ;0 ;1 ;0 ;1 
98新 Chanel长款钱夹 ;AF110 ;无 ; ;1500 ; ; ; ;上海 ;兰岚 ;C01310 ; ; ;个 ;0 ;1 ;0 ;1 
95新 Bally男士单肩包 ;AE494 ;无 ; ;500 ; ; ; ;上海 ;兰岚 ;提香成都店 ; ; ;个 ;0 ;1 ;0 ;1 
95新 Chanel cf jumbo黑银单肩包 ;AE495 ;无 ; ;14000 ; ; ; ;上海 ;兰岚 ;提香 武汉店 ; ; ;个 ;0 ;1 ;0 ;1 
全新LV子母包 ;AE496 ;子袋 发票 防尘袋 ; ;6575 ; ; ; ;上海 ;兰岚 ;P0567 ; ; ;个 ;0 ;1 ;0 ;1 
98新lv pallas老花 ;AE497 ;肩带 防尘袋 ; ;10575 ; ; ; ;上海 ;兰岚 ;P0567 ; ; ;个 ;0 ;1 ;0 ;1 
全新 lv棕棋盘格三合一(MI0166) ;AE498 ;盒子 防尘袋（21*2*11） ; ;5320 ;6200 ; ; ;上海 ;颜熙 ;lv店员 ;2017/4/4 ; ;个 ;0 ;1 ;0 ;1 
全新 lv alma bb老花手提包（AA0197) ;AE499 ;防尘袋 肩带 钥匙 锁（25*12*19） ; ;6440 ;7800 ; ; ;厦门 ;颜熙 ;lv店员 ;2017/4/4 ; ;个 ;0 ;1 ;0 ;1 
16号卡地亚玫瑰金无钻手镯（JA9912） ;AD143 ;发票 保卡螺丝刀 盒子 ; ;22012 ; ; ; ;上海 ;兰岚 ; ; ; ;个 ;0 ;1 ;0 ;1 
全新 lv粉色全皮邮差包(DU1117) ;AE500 ;防尘袋 肩带 纸卡24*10*12 ; ;11480 ;14000 ; ; ;上海 ;颜熙 ;lv店员 ;2017/4/4 ; ;个 ;0 ;1 ;0 ;1 
全新 lv红色豆豆钱包（TA0197) ;AF111 ;盒子 防尘袋 19*10 ; ;2555 ;3200 ; ; ;上海 ;颜熙 ;lv店员 ;2017/4/4 ; ;个 ;0 ;1 ;0 ;1 
全新 lv粉色豆豆钱包(GI1107) ;AF112 ;盒子 防尘袋 19*10 ; ;2555 ;3300 ; ; ;上海 ;颜熙 ;lv店员 ;2017/4/4 ; ;个 ;0 ;1 ;0 ;1 
全新 lv长款老花钱包(TA0187) ;AF113 ;盒子 防尘袋19*10 ; ;3255 ;3999 ; ; ;上海 ;颜熙 ;lv店员 ;2017/4/4 ; ;个 ;0 ;1 ;0 ;1 
未使用 lv棋盘格男士单肩包（SP3079) ;AE510 ;防尘袋37*9*30 ; ;3500 ;7500 ; ; ;上海 ;微信琪琪 ;C01447 ;2017/4/4 ; ;个 ;0 ;1 ;0 ;1 
全新LV 钥匙扣 ;AH143 ;标签 ; ;200 ; ; ; ;上海 ;兰岚 ; ; ; ;个 ;0 ;1 ;0 ;1 
98新LV钥匙包 ;AH144 ;无 ; ;600 ; ; ; ;上海 ;兰岚 ; ; ; ;个 ;0 ;1 ;0 ;1 
LV 75码老花皮带 ;AC0190 ;防尘袋 盒子 ; ;1000 ; ; ; ;上海 ;兰岚 ; ; ; ;个 ;0 ;1 ;0 ;1 
紫色手拿包护理 ;X00002 ; ; ;150 ; ; ; ; ; ;C01423 ;2017-03-18 ; ;个 ;1 ;0 ;0 ;1 
白色网格单肩包护理 ;X00003 ; ; ;150 ; ; ; ; ; ;C01423 ;2017-03-18 ; ;个 ;1 ;0 ;0 ;1 
LV手拿包 ;X00004 ; ; ;209 ; ; ; ; ; ;C01428 ;2017-03-24 ; ;个 ;1 ;0 ;0 ;1 
欧米茄 ;W005 ;59275321;1;11200; ; ; ;上海 ;韦达 ; ;42753; ;个 ;1;0;0;1
欧米茄 ;W006 ;59782436;1;12500; ; ; ;上海 ;韦达 ; ;42753; ;个 ;1;0;0;1
浪琴 ;W007 ;34018811;1;2500; ; ; ;上海 ;韦达 ; ;42753; ;个 ;1;0;0;1
卡地亚 ;W009 ;CCCB ;1;3000;4501; ; ;上海 ;韦达 ; ;42753;42802;个 ;1;0;0;1
浪琴 ;W010 ;38329513;1;7000; ; ; ;上海 ;韦达 ; ;42753; ;个 ;1;0;0;1
浪琴 ;W011 ;34960228;1;6800; ; ; ;上海 ;韦达 ; ;42753; ;个 ;1;0;0;1
欧米茄 ;W013 ;6541/968 ; ;8000; ; ; ;上海 ;韦达 ; ;42753; ;个 ;1;0;0;1
浪琴 ;W014 ;30052647;1;2200; ; ; ;上海 ;韦达 ; ;42753; ;个 ;1;0;0;1
卡地亚 ;W015 ;836073LX2716 ;1;7000; ; ; ;上海 ;韦达 ; ;42753; ;个 ;1;0;0;1
浪琴 ;W017 ;24700066;1;1850; ; ; ;上海 ;韦达 ; ;42753; ;个 ;1;0;0;1
浪琴 ;W021 ;36710297;1;8800; ; ; ;上海 ;韦达 ; ;42753; ;个 ;1;0;0;1
卡地亚 ;W022 ;90732604;1;6500; ; ; ;上海 ;韦达 ; ;42753; ;个 ;1;0;0;1
欧米茄 ;W023 ;6541/968 ;1;6000;7500; ; ;上海 ;韦达 ; ;42753; ;个 ;1;0;0;1
爱马仕 ;W025 ;793179;2;3000; ; ; ;上海 ;韦达 ; ;（是）2017-1-18 ; ;个 ;1;0;0;1
欧米茄 ;W026 ;54606464;2;1500; ; ; ;上海 ;韦达 ; ;42387; ;个 ;1;0;0;1
JC ;W027 ;1346410;2;5500; ; ; ;上海 ;韦达 ; ;42387; ;个 ;1;0;0;1
浪琴 ;W028 ;L5952 ;2;8500; ; ; ;上海 ;韦达 ; ;42753; ;个 ;1;0;0;1
宝格丽 ;W032 ;FR15809 ;2;11500; ; ; ;上海 ;韦达 ; ;（是）2017/1/18 ; ;个 ;1;0;0;1
帝舵 ;W034 ;ST37O6201 ;2;8800; ; ; ;上海 ;韦达 ; ;（是）2017/1/18 ; ;个 ;1;0;0;1
帝舵 ;W036 ;62100;2;7000; ; ; ;上海 ;韦达 ; ;（是）2017/1/18 ; ;个 ;1;0;0;1
帝舵 ;W037 ;680303;2;5600; ; ; ;上海 ;韦达 ; ;42753; ;个 ;1;0;0;1
帝舵 ;W038 ;62583;2;8500; ; ; ;上海 ;韦达 ; ;42753; ;个 ;1;0;0;1
浪琴 ;W039 ;32856396;2;3500; ; ; ;上海 ;韦达 ; ;（是）2017/1/18 ; ;个 ;1;0;0;1
泰格豪雅 ;W040 ;300;2;3500; ; ; ;上海 ;韦达 ; ;（是）2017/1/18 ; ;个 ;1;0;0;1
欧米茄 ;W042 ;57769188;3;5000; ; ; ;上海 ;韦达 ; ;42753; ;个 ;1;0;0;1
欧米茄 ;W045 ;55188541;3;3000; ; ; ;上海 ;韦达 ; ;42753; ;个 ;1;0;0;1
欧米茄 ;W047 ;53048378;3;3000; ; ; ;上海 ;韦达 ; ;42753; ;个 ;1;0;0;1
欧米茄 ;W048 ;1387;3;2500; ; ; ;上海 ;韦达 ; ;42753; ;个 ;1;0;0;1
欧米茄 ;W049 ;90408296;3;6500; ; ; ;上海 ;韦达 ; ;（是）2017/1/18 ; ;个 ;1;0;0;1
欧米茄 ;W050 ;865;3;2500; ; ; ;上海 ;韦达 ; ;42753; ;个 ;1;0;0;1
欧米茄 ;W051 ;57442042;3;3500; ; ; ;上海 ;韦达 ; ;42753; ;个 ;1;0;0;1
欧米茄 ;W052 ;58163894;3;5300; ; ; ;上海 ;韦达 ; ;42753; ;个 ;1;0;0;1
万宝龙 ;W053 ;PB1933337079 ;3;7000; ; ; ;上海 ;韦达 ; ;42753; ;个 ;1;0;0;1
欧米茄 ;W054 ;1377;3;2800; ; ; ;上海 ;韦达 ; ;42753; ;个 ;1;0;0;1
欧米茄 ;W057 ;1342;3;3000;4201; ; ;上海 ;韦达 ; ;42754; ;个 ;1;0;0;1
欧米茄 ;W058 ;6553/865 ;3;6500; ; ; ;上海 ;韦达 ; ;（是）2017/01/19 ; ;个 ;1;0;0;1
欧米茄 ;W059 ;66900577;3;8500; ; ; ;上海 ;韦达 ; ;42754; ;个 ;1;0;0;1
欧米茄 ;W061 ;HI.5.31 ;3;2500; ; ; ;上海 ;韦达 ; ;42754; ;个 ;1;0;0;1
帝陀 ;W062 ;13730664931;3;2500; ; ; ;上海 ;韦达 ; ;42754; ;个 ;1;0;0;1
欧米茄 ;W063 ;QUARTZ ;3;2600; ; ; ;上海 ;韦达 ; ;42754; ;个 ;1;0;0;1
肖邦 ;W065 ;441872855;3;13000; ; ; ;上海 ;韦达 ; ;42754; ;个 ;1;0;0;1
芝柏 ;W068 ;无 ;3;0; ; ; ;上海 ;韦达 ; ;42754; ;个 ;1;0;0;1
BALLY ;W069 ;102857;4;2500; ; ; ;上海 ;韦达 ; ;42754; ;个 ;1;0;0;1
欧米茄 ;W070 ;57413052;4;9000; ; ; ;上海 ;韦达 ; ;42754; ;个 ;1;0;0;1
欧米茄 ;W071 ;90032714;4;9000; ; ; ;上海 ;韦达 ; ;42754; ;个 ;1;0;0;1
卡地亚 ;W072 ;539823RX 2823 ;4;11500; ; ; ;上海 ;韦达 ; ;42754; ;个 ;1;0;0;1
欧米茄 ;W073 ;6553/865 ;4;22500; ; ; ;上海 ;韦达 ; ;42754; ;个 ;1;0;0;1
欧米茄 ;W074 ;6504/838 ; ;6500; ; ; ;上海 ;韦达 ; ;（是）2017/01/19 ; ;个 ;1;0;0;1
欧米茄 ;W075 ;90317008;4;3500; ; ; ;上海 ;韦达 ; ;（是）2017/01/19 ; ;个 ;1;0;0;1
欧米茄 ;W076 ;1551/861 ;4;8000; ; ; ;上海 ;韦达 ; ;42754; ;个 ;1;0;0;1
欧米茄 ;W077 ;150m/500ft ;4;14000; ; ; ;上海 ;韦达 ; ;42754; ;个 ;1;0;0;1
欧米茄 ;W078 ;92032989;4;9000; ; ; ;上海 ;韦达 ; ;42754; ;个 ;1;0;0;1
欧米茄 ;W080 ;90070562;4;4000; ; ; ;上海 ;韦达 ; ;（是）2017/01/19 ; ;个 ;1;0;0;1
欧米茄 ;W081 ;59722551;4;3000; ; ; ;上海 ;韦达 ; ;（是）2017/01/19 ; ;个 ;1;0;0;1
浪琴 ;W082 ;85468128;4;2600; ; ; ;上海 ;韦达 ; ;（是）2017/01/19 ; ;个 ;1;0;0;1
卡地亚 ;W084 ;90209847;4;7000; ; ; ;上海 ;韦达 ; ;（是）2017/01/19 ; ;个 ;1;0;0;1
